id,title,type,status,ProcessingTime,Participation,Consensus
57,Levana Rekt Dragons Aidrop Proposal,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.425215132,0.2359
122,Increase Minimum Deposit for Governance Proposals,MsgExecLegacyContent,PASSED,"3 days, 0 hours 4 minutes",0.43362865,0.9993
62,Launchpad v2  NFT Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.437482672,0.9999
276,Implement CopyStaking for Strides Stargaze Delegations,Text,PASSED,"3 days, 0 hours 0 minutes",0.439988336,0.9226
69,Increase Deposit for Proposals to 5000 STARS,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.440619103,0.8582
63,Launchpad v2  Vending Minter,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.443902058,0.9999
152,Launchpad Vending Factory Contract v210,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.443907378,0.9904
154,Launchpad Whitelist Contract v210,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.444269088,0.9903
40,Marketplace Contract v1,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.447267432,0.9998
108,Extend Osmosis Pool Incentives,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.448278419,0.9783
144,Stargaze Carbon Neutral Proposal,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.450349635,0.4651
51,Marketplace v11 Migration,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.460614331,0.9694
66,Launchpad v2  Vending Factory,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.462553939,0.9999
128,Reduce Launchpad Fee to 5,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.462933086,0.4294
94,Badges v11 Update  Badge Hub,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.469177831,0.6437
158,Launchpad V2  Vending Minter Flex Contract 230,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.469440771,0.9999
95,Badges v11 Update  Badge Nft,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.469915306,0.9999
115,Dev Fund Update Use Splits for Weighted Developer Rewards,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.470404292,0.9915
52,Badges  Hub contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.471661224,0.9997
151,Launchpad V1 sg721 Updatable Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.473044262,1.0
53,Badges  NFT contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.473450409,0.9997
110,Services for a Governed ICS721 Infrastructure and Operations,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.47411117,0.965
112,Splits Contract v0229,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.475752172,0.9999
167,OnceUpon,MsgExecLegacyContent,PASSED,"3 days, 5 hours 44 minutes",0.476736493,0.9484
157,Launchpad V2  Whitelist Flex Contract 230,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.477640982,0.9999
150,Funding Request for Open Edition Minter Development,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.479519026,0.9997
146,Make Stargaze the Sponsor of Game of NFTs Phase 2 Hackathon,MsgExecLegacyContent,PASSED,"3 days, 0 hours 9 minutes",0.482856007,0.9996
46,Marketplace Contract v11,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.483284873,0.9999
161,Marketplace v13 Migration,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.485026602,0.9999
135,Base Minter Contract v0250,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.488088163,0.9999
104,Incentivize STARSUSK farm on BOW for 3 months,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.488498972,0.1228
137,SG721 Updatable Contract v0250,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.491891203,0.9999
79,Launchpad v1  Minter Update,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.491968961,0.9993
233,Rewarding reports of stolen collections,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.493217755,0.9995
50,Increase the Stargaze active validator set from 120 to 130,MsgExecLegacyContent,PASSED,"3 days, 0 hours 2 minutes",0.495779427,0.067
134,Vending Factory Contract v0250,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.496353438,0.9999
75,Deploy the Stargaze Multi Snapshot Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.496473523,0.9999
139,Immutable Whitelist Contract v0250,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.4965113,0.9998
133,Base Factory Contract v0250,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.496538666,0.9999
136,SG721 Base Contract v0250,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.498183326,1.0
138,Whitelist Contract v0250,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.498554305,0.9998
140,Ethereum Airdrop Contract v0250,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.498804552,0.9994
72,Deprecate Launchpad v1 Contracts,MsgExecLegacyContent,PASSED,"3 days, 0 hours 2 minutes",0.499505225,0.9999
148,Funding for Confio developers of CosmWasm,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.501863268,0.9652
77,Badges v11 Update,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.503881117,0.9999
156,Launchpad V2  Whitelist Flex Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.504578042,0.9999
49,Imago  Finalizer Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.504835854,0.9998
101,Appendable NFT Collection,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.506542778,0.5604
155,Marketplace v130 Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.508712458,1.0
91,Marketplace v12 Migration,MsgExecLegacyContent,PASSED,"3 days, 0 hours 2 minutes",0.510071754,0.9999
132,Extend Osmosis Pool Incentives,MsgExecLegacyContent,PASSED,"3 days, 2 hours 36 minutes",0.511660727,0.9652
149,Upload Cosmos Coin Flip game smart contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.512264079,0.9998
67,Launchpad v2  Whitelist Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.51432039,0.9999
224,Upload a free to use smartcontract to distribute native tokens to NFT owners of an NFT collection,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.514536427,0.9997
81,Fund Deployment of Lunar Assistant,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.515213429,0.6741
204,Stargaze Live Auction v101,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.519648222,0.9999
160,CosmWasm Fixed Multisig Contract v101,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.519830314,0.9999
93,Prop 57 Funds Reallocation,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.519838006,0.9899
59,Raise voting deposit requirement in STARS to 50K,MsgExecLegacyContent,PASSED,"3 days, 0 hours 3 minutes",0.520066109,0.4518
47,Imago  SG721 Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.521637415,0.9998
70,Badges Make the Badge Hub contract upgradable,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.523067907,0.9998
127,Launchpad v21  Vending Minter,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.52383678,1.0
126,Launchpad v21  SG721 Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.523944058,0.9999
107,Update Marketplace Listing Fee,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.524358142,0.9988
48,Imago  Minter Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.527103802,0.9996
176,Increase Deposit for Proposals to 50000 STARS,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.532781045,0.9998
159,Developer Royalties Update,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.533268609,0.9984
164,Deploy PixelWizards cwwager contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.533912989,0.9999
71,Badges Make the Badge NFT contract upgradable,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.536601398,0.9997
143,Stargaze v9 upgrade,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.539236583,0.9999
88,Splits Contract v0211,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.545353351,0.9999
87,CosmWasm cw4group Contract v0160,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.54554077,0.9998
106,Update Collection Creation Fee,MsgExecLegacyContent,PASSED,"3 days, 0 hours 13 minutes",0.550503584,0.9956
220,Reduce Auctions Extend Duration,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.551479933,0.9998
44,Stargaze V7 Upgrade,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.553733935,0.9999
329,Recover IBC Expired Client from AtomeOne,MsgRecoverClient,PASSED,"3 days, 0 hours 0 minutes",0.556443091,0.9999
191,ICS721 Super Team,MsgExecLegacyContent,PASSED,"3 days, 14 hours 51 minutes",0.561175537,0.9999
291,Incentivize STARS  USDC Pool on Stardex,MsgCommunityPoolSpend,PASSED,"3 days, 0 hours 0 minutes",0.564628099,0.9209
89,Marketplace Marketplace Contract v120,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.566502029,0.9999
215,Upgrade OnceUpon to v0130,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.570877433,0.9999
182,CronCat Agents,MsgExecLegacyContent,PASSED,"3 days, 18 hours 7 minutes",0.573222838,0.9999
196,Stargaze Live Auction v100,MsgExecLegacyContent,PASSED,"3 days, 0 hours 4 minutes",0.581399627,0.9999
192,Marketplace v15 Migration,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.581567796,0.9999
166,Sg721 Updatable Contract v231,MsgExecLegacyContent,PASSED,"3 days, 19 hours 35 minutes",0.583221352,0.9999
197,Nois  Store the noisproxy contract,MsgExecLegacyContent,PASSED,"3 days, 3 hours 50 minutes",0.583413887,0.9999
185,CronCat Mod DAO,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.584453293,0.9999
184,CronCat Mod Balances,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.584480047,0.9999
186,CronCat Mod Generic,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.584514535,0.9999
195,Stargaze Fair Burn v104,MsgExecLegacyContent,PASSED,"3 days, 0 hours 8 minutes",0.585329482,0.9999
187,CronCat Mod NFT,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.585617481,0.9999
84,Stargaze Names Name Collection Contract v0200,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.587424351,0.9999
97,Stargaze Names Name Collection Contract v111,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.587876632,0.9999
80,Extend Osmosis Pool Incentives,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.58921488,0.9963
300,Establish STARSBTC Pool from Marketplace Revenue,MsgCommunityPoolSpend,PASSED,"3 days, 0 hours 0 minutes",0.590809327,1.0
83,Stargaze Names Name Minter Contract v0200,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.591183977,0.9999
272,Joint liquidity provisioning for the STARS and NTRN tokens on Astroport on Neutron,MsgCommunityPoolSpend,PASSED,"3 days, 0 hours 1 minutes",0.592416287,0.7932
174,CronCat Factory,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.593658337,0.9859
85,Stargaze Names Updatable Whitelist Contract v0200,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.597520683,0.9993
181,CronCat Tasks,MsgExecLegacyContent,PASSED,"3 days, 18 hours 9 minutes",0.598483238,0.9999
285,Recover Carbon IBC transfer channel,MsgExecLegacyContent,PASSED,"3 days, 2 hours 3 minutes",0.60069427,0.9999
82,Stargaze Names Name Marketplace Contract v0200,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.600798474,0.9999
109,Marketplace Listing Fee Update,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.602182536,0.9884
214,Add Stargaze team to the uploaders list,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.606638222,0.9999
98,Stargaze Names Name Minter Contract v111,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.607957411,0.9999
199,Stargaze Live Auction v101,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.608194332,0.9999
217,Liquid Stake the OSMO in the Community Pool,MsgExecLegacyContent,PASSED,"3 days, 0 hours 3 minutes",0.608198889,0.9981
321,Reduce Validator Set to 75,MsgUpdateParams,PASSED,"3 days, 0 hours 0 minutes",0.609073441,0.7636
180,CronCat Manager,MsgExecLegacyContent,PASSED,"3 days, 18 hours 12 minutes",0.61050077,0.9999
305,Revised Reactivate expired IBC client for Injective,MsgRecoverClient,PASSED,"3 days, 16 hours 47 minutes",0.610719796,0.9999
189,Launchpad V2  SG721 Updatable 240,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.611161492,0.9999
228,BugFix OnceUpon to v0132,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.611498227,1.0
96,Stargaze Names Updatable Whitelist Contract v111,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.611617134,0.9999
178,Launchpad v3  Open Edition Minter,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.611770464,0.9999
